Scientific_Name,Genus,Species,Infraspecific
Grindelia squarrosa var. nuda,Grindelia,squarrosa,var. nuda
Grindelia squarrosa var. squarrosa,Grindelia,squarrosa,var. squarrosa
Guizotia abyssinica,Guizotia,abyssinica,
Gutierrezia sarothrae,Gutierrezia,sarothrae,
Gymnocarpium disjunctum × G. dryopteris = G. ×brittonianum,Gymnocarpium,disjunctum × G. dryopteris = G. ×brittonianum,
Gymnocarpium dryopteris,Gymnocarpium,dryopteris,
Gymnocladus dioicus,Gymnocladus,dioicus,
Gynandropsis gynandra,Gynandropsis,gynandra,
Gypsophila elegans,Gypsophila,elegans,
Gypsophila paniculata,Gypsophila,paniculata,
Gypsophila pilosa,Gypsophila,pilosa,
Gypsophila scorzonerifolia,Gypsophila,scorzonerifolia,
Gypsophila vaccaria,Gypsophila,vaccaria,
Hackelia deflexa,Hackelia,deflexa,ssp. ?
Hackelia deflexa ssp. americana,Hackelia,deflexa,ssp. americana
Hackelia virginiana,Hackelia,virginiana,
Halenia deflexa,Halenia,deflexa,ssp. ?
Halenia deflexa ssp. deflexa,Halenia,deflexa,ssp. deflexa
Halesia carolina,Halesia,carolina,
Hamamelis virginiana,Hamamelis,virginiana,
Harrimanella hypnoides,Harrimanella,hypnoides,
Hedeoma hispida,Hedeoma,hispida,
Hedeoma pulegioides,Hedeoma,pulegioides,
Hedera helix,Hedera,helix,ssp. ?
Hedera helix ssp. helix,Hedera,helix,ssp. helix
Helanthium tenellum,Helanthium,tenellum,
Helenium amarum,Helenium,amarum,var. ?
Helenium amarum var. amarum,Helenium,amarum,var. amarum
Helenium autumnale,Helenium,autumnale,
Helenium flexuosum,Helenium,flexuosum,
Helianthemum salicifolium,Helianthemum,salicifolium,
Helianthus angustifolius,Helianthus,angustifolius,
Helianthus annuus,Helianthus,annuus,
Helianthus debilis,Helianthus,debilis,ssp. ?
Helianthus debilis ssp. cucumerifolius,Helianthus,debilis,ssp. cucumerifolius
Helianthus decapetalus,Helianthus,decapetalus,
Helianthus divaricatus,Helianthus,divaricatus,
Helianthus divaricatus × H. giganteus = H. ×ambiguus,Helianthus,divaricatus × H. giganteus = H. ×ambiguus,
Helianthus giganteus,Helianthus,giganteus,
Helianthus grosseserratus,Helianthus,grosseserratus,
Helianthus grosseserratus × H. salicifolius = H. ×kellermanii,Helianthus,grosseserratus × H. salicifolius = H. ×kellermanii,
Helianthus hirsutus,Helianthus,hirsutus,
Helianthus maximiliani,Helianthus,maximiliani,
Helianthus mollis,Helianthus,mollis,
Helianthus occidentalis,Helianthus,occidentalis,ssp. ?
Helianthus occidentalis ssp. occidentalis,Helianthus,occidentalis,ssp. occidentalis
Helianthus pauciflorus,Helianthus,pauciflorus,ssp. ?
Helianthus pauciflorus ssp. subrhomboideus,Helianthus,pauciflorus,ssp. subrhomboideus
Helianthus pauciflorus × H. tuberosus = H. ×laetiflorus,Helianthus,pauciflorus × H. tuberosus = H. ×laetiflorus,
Helianthus petiolaris,Helianthus,petiolaris,ssp. ?
Helianthus petiolaris ssp. petiolaris,Helianthus,petiolaris,ssp. petiolaris
Helianthus salicifolius,Helianthus,salicifolius,
Helianthus strumosus,Helianthus,strumosus,
Helianthus tuberosus,Helianthus,tuberosus,
Heliomeris multiflora,Heliomeris,multiflora,var. ?
Heliomeris multiflora var. multiflora,Heliomeris,multiflora,var. multiflora
Heliopsis helianthoides,Heliopsis,helianthoides,
Heliopsis helianthoides,Heliopsis,helianthoides,ssp. ?
Heliopsis helianthoides ssp. helianthoides,Heliopsis,helianthoides,ssp. helianthoides
Heliopsis helianthoides ssp. scabra,Heliopsis,helianthoides,ssp. scabra
Heliotropium amplexicaule,Heliotropium,amplexicaule,
Heliotropium europaeum,Heliotropium,europaeum,
Helleborus niger,Helleborus,niger,
Helleborus viridis,Helleborus,viridis,
Helminthotheca echioides,Helminthotheca,echioides,
Helonias bullata,Helonias,bullata,
Hemerocallis fulva,Hemerocallis,fulva,
Hemerocallis lilioasphodelus,Hemerocallis,lilioasphodelus,
Hepatica acutiloba,Hepatica,acutiloba,
Hepatica americana,Hepatica,americana,
Heracleum mantegazzianum,Heracleum,mantegazzianum,
Heracleum maximum,Heracleum,maximum,
Heracleum sphondylium,Heracleum,sphondylium,ssp. ?
Heracleum sphondylium ssp. sphondylium,Heracleum,sphondylium,ssp. sphondylium
Herniaria glabra,Herniaria,glabra,
Herniaria hirsuta,Herniaria,hirsuta,ssp. ?
Herniaria hirsuta ssp. cinerea,Herniaria,hirsuta,ssp. cinerea
Hesperis matronalis,Hesperis,matronalis,
Hesperostipa comata,Hesperostipa,comata,ssp. ?
Hesperostipa comata ssp. comata,Hesperostipa,comata,ssp. comata
Heteranthera dubia,Heteranthera,dubia,
Heteranthera reniformis,Heteranthera,reniformis,
Heterotheca subaxillaris,Heterotheca,subaxillaris,
Heuchera americana,Heuchera,americana,var. ?
Heuchera americana var. americana,Heuchera,americana,var. americana
Heuchera villosa,Heuchera,villosa,var. ?
Heuchera villosa var. villosa,Heuchera,villosa,var. villosa
Hexasepalum teres,Hexasepalum,teres,
Hexastylis shuttleworthii,Hexastylis,shuttleworthii,var. ?
Hexastylis shuttleworthii var. shuttleworthii,Hexastylis,shuttleworthii,var. shuttleworthii
Hibiscus laevis,Hibiscus,laevis,
Hibiscus moscheutos,Hibiscus,moscheutos,ssp. ?
Hibiscus moscheutos ssp. moscheutos,Hibiscus,moscheutos,ssp. moscheutos
Hibiscus syriacus,Hibiscus,syriacus,
Hibiscus trionum,Hibiscus,trionum,
Hieracium gronovii,Hieracium,gronovii,
Hieracium gronovii × H. venosum = H. ×marianum,Hieracium,gronovii × H. venosum = H. ×marianum,
Hieracium kalmii,Hieracium,kalmii,
Hieracium lachenalii,Hieracium,lachenalii,
Hieracium maculatum,Hieracium,maculatum,
Hieracium murorum,Hieracium,murorum,
Hieracium paniculatum,Hieracium,paniculatum,
Hieracium sabaudum,Hieracium,sabaudum,
Hieracium scabrum,Hieracium,scabrum,
Hieracium venosum,Hieracium,venosum,
Hippuris vulgaris,Hippuris,vulgaris,
Holcus lanatus,Holcus,lanatus,
Holcus mollis,Holcus,mollis,ssp. ?
Holcus mollis ssp. mollis,Holcus,mollis,ssp. mollis
Holosteum umbellatum,Holosteum,umbellatum,ssp. ?
Holosteum umbellatum ssp. umbellatum,Holosteum,umbellatum,ssp. umbellatum
Homalosorus pycnocarpos,Homalosorus,pycnocarpos,
Honckenya peploides,Honckenya,peploides,ssp. ?
Honckenya peploides ssp. robusta,Honckenya,peploides,ssp. robusta
Hordeum jubatum,Hordeum,jubatum,ssp. ?
Hordeum jubatum ssp. jubatum,Hordeum,jubatum,ssp. jubatum
Hordeum marinum,Hordeum,marinum,ssp. ?
Hordeum marinum ssp. gussoneanum,Hordeum,marinum,ssp. gussoneanum
Hordeum murinum,Hordeum,murinum,
Hordeum murinum,Hordeum,murinum,ssp. ?
Hordeum murinum ssp. glaucum,Hordeum,murinum,ssp. glaucum
Hordeum murinum ssp. leporinum,Hordeum,murinum,ssp. leporinum
Hordeum murinum ssp. murinum,Hordeum,murinum,ssp. murinum
Hordeum pusillum,Hordeum,pusillum,
Hordeum vulgare,Hordeum,vulgare,
Hosta lancifolia,Hosta,lancifolia,
Hosta plantaginea,Hosta,plantaginea,
Hosta ventricosa,Hosta,ventricosa,
Hottonia inflata,Hottonia,inflata,
Houstonia caerulea,Houstonia,caerulea,
Houstonia canadensis,Houstonia,canadensis,
Houstonia longifolia,Houstonia,longifolia,
